ID,NB_SPC,HYP_v0,LOP_v0,HOD_v0,AL_v0,OL_v0,SF_v0,OT_v0,CM_v0,OO_v0,ETH_v0,LOPT_v0,HYP_v1,AL_v1,AL2_v1,OL_v1,SF_v1,OT_v1,OO_v1,BU_v1
enabled_col,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,T,T,T,T,T
127599,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127600,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127601,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127602,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127603,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127604,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127605,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127606,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127607,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127608,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127609,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127610,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127611,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127612,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127613,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127614,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127615,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127616,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127617,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127618,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127619,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127620,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127621,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127622,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127623,6,1.167,1.667,1.000,0.667,0.833,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.833,0.833,0.000,0.000,0.000,0.000,0.167
127624,6,1.167,1.667,1.000,0.667,0.833,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.833,0.833,0.000,0.000,0.000,0.000,0.167
127625,6,1.167,1.667,1.000,0.667,0.833,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.833,0.833,0.000,0.000,0.000,0.000,0.167
127626,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
127627,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128050,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128051,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128052,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128053,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128054,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128055,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128056,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128059,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128060,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128061,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128062,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128063,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128064,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128065,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128066,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128067,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128068,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128069,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128072,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128073,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
128074,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
128075,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
128076,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
128077,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
128078,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
128079,6,1.833,1.667,1.000,0.500,0.833,0.000,0.000,0.000,0.333,0.167,0.000,2.000,0.500,0.833,0.333,0.000,0.000,0.333,0.167
128080,7,1.714,1.714,1.000,0.571,0.857,0.000,0.000,0.000,0.286,0.143,0.000,1.857,0.571,0.857,0.286,0.000,0.000,0.286,0.143
128081,7,1.714,1.714,1.000,0.571,0.857,0.000,0.000,0.000,0.286,0.143,0.000,1.857,0.571,0.857,0.286,0.000,0.000,0.286,0.143
128082,7,1.714,1.714,1.000,0.571,0.857,0.000,0.000,0.000,0.286,0.143,0.000,1.857,0.571,0.857,0.286,0.000,0.000,0.286,0.143
128083,5,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,2.200,0.600,1.000,0.400,0.000,0.000,0.400,0.000
128084,5,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,2.200,0.600,1.000,0.400,0.000,0.000,0.400,0.000
128085,5,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,2.200,0.600,1.000,0.400,0.000,0.000,0.400,0.000
128088,3,1.667,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
128089,4,2.000,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
128090,6,2.167,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.333,0.500,1.000,0.500,0.000,0.000,0.500,0.000
128091,4,1.750,2.000,1.000,0.750,1.000,0.000,0.000,0.000,0.250,0.000,0.000,2.000,0.750,1.000,0.250,0.000,0.000,0.250,0.000
128092,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
128093,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128094,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128095,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128096,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128097,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128098,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128099,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128100,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128101,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
128102,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
128103,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
128104,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
128105,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
128106,3,1.333,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.667,1.000,1.000,0.000,0.000,0.000,0.000,0.000
128107,4,1.250,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,1.000,1.000,0.000,0.000,0.000,0.000,0.000
128108,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128109,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128110,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128111,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128112,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128113,3,1.333,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.667,1.000,1.000,0.000,0.000,0.000,0.000,0.000
128116,3,1.667,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
128117,3,1.667,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
128118,3,1.667,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
128119,3,1.667,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
128120,3,1.667,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
128121,3,1.667,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
128122,4,1.500,2.000,1.000,0.750,1.000,0.000,0.000,0.000,0.250,0.000,0.000,1.750,0.750,1.000,0.250,0.000,0.000,0.250,0.000
128123,5,1.600,2.000,1.000,0.800,1.000,0.000,0.000,0.000,0.200,0.000,0.000,1.800,0.800,1.000,0.200,0.000,0.000,0.200,0.000
128124,5,1.600,2.000,1.000,0.800,1.000,0.000,0.000,0.000,0.200,0.000,0.000,1.800,0.800,1.000,0.200,0.000,0.000,0.200,0.000
128125,4,1.250,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,1.000,1.000,0.000,0.000,0.000,0.000,0.000
128126,4,1.250,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,1.000,1.000,0.000,0.000,0.000,0.000,0.000
128127,4,1.250,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,1.000,1.000,0.000,0.000,0.000,0.000,0.000
128128,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128129,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128130,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128131,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128132,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128133,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128134,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128135,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128136,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128137,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128138,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128139,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128140,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128141,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128142,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128143,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128144,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128145,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128146,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128147,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128148,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128149,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128150,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128151,5,1.200,1.600,1.000,0.800,0.800,0.000,0.000,0.000,0.000,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128152,6,1.167,1.667,1.000,0.667,0.833,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.833,0.833,0.000,0.000,0.000,0.000,0.167
128153,6,1.167,1.667,1.000,0.667,0.833,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.833,0.833,0.000,0.000,0.000,0.000,0.167
128154,6,1.167,1.667,1.000,0.667,0.833,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.833,0.833,0.000,0.000,0.000,0.000,0.167
128155,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128156,5,1.200,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.400,0.800,0.800,0.000,0.000,0.000,0.000,0.200
128584,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
128585,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
128586,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
128587,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
128588,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
128589,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
128590,4,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,2.000,0.250,0.750,0.500,0.000,0.000,0.500,0.250
128591,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128592,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128593,5,2.000,1.600,1.000,0.400,0.800,0.000,0.000,0.000,0.400,0.200,0.000,2.000,0.400,0.800,0.400,0.000,0.000,0.400,0.200
128594,5,2.000,1.600,1.000,0.400,0.800,0.000,0.000,0.000,0.400,0.200,0.000,2.000,0.400,0.800,0.400,0.000,0.000,0.400,0.200
128595,5,2.000,1.600,1.000,0.400,0.800,0.000,0.000,0.000,0.400,0.200,0.000,2.000,0.400,0.800,0.400,0.000,0.000,0.400,0.200
128596,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128597,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128598,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128599,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128600,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128601,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128602,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128603,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128604,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128605,3,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.333,0.667,0.333,0.000,0.000,0.333,0.333
128609,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
128610,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
128611,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
128612,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
128613,7,1.714,1.714,1.000,0.571,0.857,0.000,0.000,0.000,0.286,0.143,0.000,1.857,0.571,0.857,0.286,0.000,0.000,0.286,0.143
128614,7,1.714,1.714,1.000,0.571,0.857,0.000,0.000,0.000,0.286,0.143,0.000,1.857,0.571,0.857,0.286,0.000,0.000,0.286,0.143
128615,7,1.714,1.714,1.000,0.571,0.857,0.000,0.000,0.000,0.286,0.143,0.000,1.857,0.571,0.857,0.286,0.000,0.000,0.286,0.143
128616,7,1.714,1.714,1.000,0.571,0.857,0.000,0.000,0.000,0.286,0.143,0.000,1.857,0.571,0.857,0.286,0.000,0.000,0.286,0.143
128617,5,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,2.200,0.600,1.000,0.400,0.000,0.000,0.400,0.000
128618,5,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,2.200,0.600,1.000,0.400,0.000,0.000,0.400,0.000
128619,4,1.750,2.000,1.000,0.750,1.000,0.000,0.000,0.000,0.250,0.000,0.000,2.000,0.750,1.000,0.250,0.000,0.000,0.250,0.000
128620,4,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128622,4,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
128623,4,2.000,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
128624,5,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,2.200,0.600,1.000,0.400,0.000,0.000,0.400,0.000
128625,5,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,2.200,0.600,1.000,0.400,0.000,0.000,0.400,0.000
128626,5,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,2.200,0.600,1.000,0.400,0.000,0.000,0.400,0.000
128627,4,1.750,2.000,1.000,0.750,1.000,0.000,0.000,0.000,0.250,0.000,0.000,2.000,0.750,1.000,0.250,0.000,0.000,0.250,0.000
128628,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
128629,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
